Kiểu tin nhắn,Nội dung tin nhắn,Mã người gửi,Tạo lúc
INBOX,bn một hộp. tư vấn,24679633778318873,05/02/2024 07:58:26 - 06/04/2024 20:30:57
COMMENT,.,24679999244981245,11/05/2024 07:11:55 - 11/05/2024 07:11:55
INBOX,.,24680448794934504,05/02/2024 20:12:58 - 05/02/2024 20:12:58
INBOX,"ob. ib. ib. mình bị viêm lộ tuyến ạ. độ 1 nhé. 0859758898. chữa bằng kén đặt và kháng sinh rồi ạ. nhưng đc mấy tháng lại tái lại ạ. c ko ngứa nhé. chỉ có khí hư loãng thôi. nan. c ko tiện nghe. tôi 20h nhé. giá thế nào ạ. phải dùng nhiều thế sao. c thấy hết nhiều thuốc thế. thế uống thuốc đó có phải kiêng gì ko ạ. ok. c hay uống nc bò húc và nc ngọt thường xuyên , cả cafe nữa. 1 liệu trình kê cho c xem bn tiền. nhiều tiền thế thì mình chưa có đủ tiền",24682757874701362,24/01/2024 20:42:14 - 23/02/2024 16:53:21
COMMENT,Xin giá,24686077664371003,03/02/2024 05:35:20 - 03/02/2024 05:35:20
INBOX,tư vấn giúp em với. Da ngứa.di khám ra máu trắng.bi viêm nhiều. Mới mấy ngày ah c. Thuốc này uống sao chi. Em có đặt vòng tránh thai. Bao nhiêu tiền một hộp c,24686413651004302,23/01/2024 10:00:39 - 23/01/2024 10:39:55
INBOX,mình muốn hỏi về sản phẩm. e muốn hỏi về sản phẩm,24687235374255506,06/01/2024 14:10:38 - 06/01/2024 14:36:17
INBOX,mấy hộp vậy cô,24692483807066949,05/02/2024 22:14:38 - 05/02/2024 22:14:38
COMMENT,Xin giá. Mì mình đấy 1hop có đc miễn ship ko ạ. Xin giá ạ. nan. Cho mình 1 hộp nhé. Địa chỉ 278 thuỵ Khuê Tây Hồ Hà Nội. Giá thế nào ạ. 2 hộp ạ. 0963896607. Xin giá ạ,24692694140314919,18/05/2024 13:53:40 - 03/08/2024 21:34:10
INBOX,ib,24692848113694575,18/01/2024 21:06:30 - 18/01/2024 21:06:30
COMMENT,.,24695260526755099,29/02/2024 20:04:10 - 29/02/2024 20:04:10
INBOX,mình bị ra khí hư  màu trắng đục nhiều tư vấn giúp mình đc ko ạ. Khí hư lợn cợn như sữa chua ạ. Ko ạ. Bị tái đi tái lại. Trước đây mình có đặt thuốc nhưng chỉ đỡ dc 1tg. Tình trạng như của mình thì nên sử dụng thuốc bên bạn như nào vậy ạ,24696167430032025,27/02/2024 15:20:48 - 27/02/2024 16:06:11
INBOX,Xin chào bạn,24697230059892762,22/01/2024 13:37:11 - 22/01/2024 13:37:11
COMMENT,1bo bao nhieu. Sản phẩm này sắm xuất ởđâu. 1ngay uống mấy viên. Th ưốc này trị những lôi viêm phụ khoa nào. Viêm lộ tuyến. Em viêm lộI tuyến 1nam. Da bác. Đi không. Có noi. Có. Đừng thuocđặt. Đầm con 2 phần. Thuôc đất vùng 3. Tháng. Em đat uong  nữ vương nem. 1hop. Da cho em đặt 1hôp. Ấp lưu hoa thanh xã tân thuận đầm dơi cà mau 0842918191. Sop mấy ngày em có thuoc. Tổng cộng. Cửa em. Bao nhiêu tiền sop. Dạ. Sop ơi em đặt 1hop uống nữ vương  new giá bao mhieu. Thuôc. Này ở đâu sản xuan. 2hop bao. Nhieu. Làm sao chống hàng xả. Sop cho em đat 2hộp uống nữ vương new. Sop ơi uống có bao lâu mơi hêt. Em 2hop uống sop,24698330179758341,23/01/2024 10:28:23 - 06/03/2024 21:10:26
INBOX,Tv ạ,24699184366393302,22/01/2024 20:14:04 - 22/01/2024 20:14:04
INBOX,Giá ạ,24700449082934305,03/02/2024 16:19:42 - 03/02/2024 16:19:42
INBOX,bao nhiêu  1 ljeu trình  ạ,24704948842482903,21/01/2024 05:38:53 - 21/01/2024 05:38:53
INBOX,Bn 1 lọ,24705807042400363,09/01/2024 14:04:07 - 09/01/2024 14:04:07
INBOX,"Da cho e hỏi ạ. C bác sĩ phụ khoa hay tư vấn ạ. E gửi kết quả siêu âm xem e có uống được ko ạ. nan. Dạ kết quả siêu âm c,có sao hk c. E lo qúa. Co nguy hiểm hk c. Da…cũng lâu roi lâu lâu đau bụng thôi c,Dich thấy bthg ko hôi. Bsi lấy dịch xét nghiệm hẹn 2-3tuan mới có kết quả c,ko biết có cách chữa hk c. Da dug roi. Chữa nhu nao c. Cách chữa sao c. Kết quả nhu z,điều trị uống thuốc này het dug ko ạ. 30t 1 be c. Bnhju 1hộp c. Tết sao ship duoc c. Da…z con chờ lâu nua. Bv khi nào khám lai thế c. Uống kết hợp với thuốc bsi kê đơn duoc ko ạ",24707335878881334,07/02/2024 08:10:01 - 07/02/2024 12:30:46
INBOX,ib giá. ib. nan. Tôi bị viêm lộ tuyến cấp độ 2. Một  liệu trình  uống mấy hộp,24709360328710151,06/01/2024 20:20:07 - 25/02/2024 19:18:44
INBOX,mình bị khí hư có mùi khi qh. Mình chỉ bị khí hư có mùi khi qh thôi. Mình mới phát hiện đây à. Mình chưa khám hay điều trị gì hết,24711046751873068,07/02/2024 19:07:39 - 08/02/2024 21:19:43
COMMENT,Xin giá,24714418598172818,02/02/2024 16:10:39 - 02/02/2024 16:10:39
INBOX,tv,24715034124807950,03/02/2024 22:21:01 - 03/02/2024 22:21:01
INBOX,giá bnhiu ạ,24716217584659514,15/01/2024 15:14:12 - 15/01/2024 15:14:12
INBOX,Tv e với ạ,24718949984371182,04/04/2024 21:11:16 - 04/04/2024 21:11:16
INBOX,Bn ạ,24721146544167402,31/01/2024 06:18:00 - 31/01/2024 06:18:00
COMMENT,Ib. Bnhju shop,24722599254051508,06/02/2024 09:49:50 - 06/02/2024 09:52:17
INBOX,cho xin giá ạ,24727759253537313,04/02/2024 05:34:25 - 04/02/2024 05:34:25
INBOX,bao tiền vay sop,24734786399502069,21/01/2024 07:04:02 - 21/01/2024 07:04:02
INBOX,xin giá. Xin giá,24735364742745216,30/01/2024 11:58:59 - 30/01/2024 11:59:31
INBOX,gia,24741996252081724,15/02/2024 18:48:07 - 15/02/2024 18:48:07
COMMENT,Cho xin giá ạ,24746086415036987,18/02/2024 16:51:13 - 18/02/2024 16:51:13
INBOX,Cho mình xin giá,24751724184472841,20/02/2024 08:57:27 - 20/02/2024 08:57:27
COMMENT,.. .. da viem nag co khoi dk ko a,24751963957781295,15/02/2024 21:21:16 - 19/02/2024 12:37:13
COMMENT,Tu vấn ạ,24753088294336730,28/01/2024 07:24:49 - 28/01/2024 07:24:49
INBOX,"Xin giá ạ. Đang bị huyết trắng ,có mùi ,màu,!Ngứa và đau bụng dưới ạ. Có ạ. Tái nhiều lần. Vâng. Vâng. E cũng quên r ạ. Lâu lâu hay bị ra máu ạ. Kinh thì trể mà thâm đen. Dạ cũng 1 năm r ạ. Sau khi qh ạ. Vậy mình cần dùng thuốc gì ạ. Hộp thuốc và gel ,đặc là giá sau ạ",24758442903800142,15/02/2024 16:11:06 - 15/02/2024 19:01:32
COMMENT,".. Dạ e đi khám chỉ định bị viêm lộ tuyến ạ. Đặt thuốc hoài k khỏi. E k có hỏi, bsi k nói ạ. Dạ ra màu xanh xanh như sổ mũi. Đi khám và đặt nh loại nhưng tái đi tái lại",24765030173141322,25/02/2024 07:06:45 - 05/05/2024 22:35:39
INBOX,Tư vấn ạ,24766818069629185,12/03/2024 20:11:36 - 12/03/2024 20:11:36
INBOX,giá bán,24769966605951154,18/02/2024 12:32:59 - 18/02/2024 12:32:59
INBOX,em bị viêm lộ tuyến giai đoan 1,24771965599114327,24/02/2024 10:41:25 - 24/02/2024 10:41:25
INBOX,tv dung dịch vs nhé,24777657801825217,07/01/2024 21:17:51 - 07/01/2024 21:17:51
COMMENT,Xin giá. Mua 5 hộp giá sao vậy ạ. Em bị viên lộ tuyến mà dùng thuốc này thấy giảm nên mua dùng,24782025438062993,20/05/2024 20:23:36 - 21/05/2024 07:56:41
INBOX,xin gia ak,24790484033899546,22/02/2024 14:21:24 - 22/02/2024 14:21:24
INBOX,.,24793024317011527,25/01/2024 14:54:11 - 25/01/2024 14:54:11
COMMENT,Nữ vương nêu giá bao nhiêu vậy bs,24793135573634999,29/02/2024 19:20:40 - 29/02/2024 19:20:40
INBOX,Viêm lộ tuyến cổ tử sử dụng sau. Viêm lộ tuyến cổ tử cung nhẹ. Có khí hư. Ngứa khó chịu. Đi bsi rồi..bị tái lại. Bị viêm nhẹ,24795760876735401,17/02/2024 16:14:50 - 17/02/2024 16:28:27
INBOX,xin giá,24797256579888903,18/02/2024 07:18:37 - 18/02/2024 07:18:37
INBOX,em đang bị viêm lộ tuyến có uống được không ạ bao nhiêu tiền một lọ ạ. Em đi khám bác sĩ bảo em bị viêm lộ tuyến bác sĩ bảo ăn tết song thì suông viện đốt là khỏi. Em sem thấy chỗ mình quảng cáo thuốc tốt em hỏi sem uống hay đặt. Chả thấy bác sĩ bảo độ mấy đâu ạ,24798258813122210,08/02/2024 12:11:44 - 08/02/2024 18:37:30
INBOX,xin giá. E bị viêm lộ tuyến cấp độ 1. Mới e đặt thuốc. Một tuần. E đang bị e chưa biết có độ hay k,24799429793037836,25/02/2024 06:29:31 - 26/02/2024 12:53:37
COMMENT,.,24799528683025434,02/03/2024 11:26:53 - 02/03/2024 11:26:53
INBOX,Bn. Bn,24805541025758351,04/02/2024 14:15:48 - 15/04/2024 18:26:12
INBOX,bao nhiêu một hủ dậy. E hay có quyết trắng mà hoi ngua nữa,24806863128928142,03/02/2024 09:06:36 - 03/02/2024 09:18:57
COMMENT,Xin giá,24809282892051337,18/02/2024 17:27:23 - 18/02/2024 17:27:23
INBOX,giá sao ạ,24810734118575267,16/01/2024 19:07:56 - 16/01/2024 19:07:56
INBOX,....,24810873978561426,01/03/2024 07:27:29 - 01/03/2024 07:27:29
INBOX,xin giá. Ngứa có mùi huyết trắng,24811949811781916,03/02/2024 19:18:57 - 04/02/2024 14:34:12
INBOX,xin gia,24813058041674379,25/02/2024 12:12:09 - 25/02/2024 12:12:09
INBOX,"Mình xin giá. Mình bị khí hư ra. Mình ra khí hư , chưa bị tái đi tái lại",24814300978216755,22/02/2024 08:31:34 - 22/02/2024 13:41:25
INBOX,Sp bn v ạ,24815024144809137,29/02/2024 20:03:15 - 29/02/2024 20:03:15
INBOX,Có mùi hôi khi quan hệ,24816302661316697,01/01/2024 10:24:17 - 01/01/2024 10:24:17
INBOX,xin giá. TV a. TV a,24818661671081832,16/02/2024 06:25:04 - 05/03/2024 18:21:38
INBOX,tv sản phẩm,24819038104408363,18/02/2024 20:43:46 - 18/02/2024 20:43:46
INBOX,bao tiền liệu trình,24820438340904839,22/02/2024 19:46:43 - 22/02/2024 19:46:43
COMMENT,Xin giá ah,24820520237595578,25/02/2024 03:08:30 - 25/02/2024 03:08:30
INBOX,xin giá ạ. xin giá. Mình bị viêm lộ tuyến.viên uống có tác dụng phụ j k ạ. Mình bị cũng đc vài năm rồi có dùng thuốc đặt nhưng k khỏi được.có khí hư và thi thoảng bị ngứa. Hiện tại mình chỉ dùng dung dịch vs thôi. Cho mình 1 hộp viên uống nhé. Sử dụng ntn b. Có ạ,24822951380684162,23/02/2024 07:38:49 - 29/02/2024 08:59:02
INBOX,mình bị khí hư ra bất thường có ngưas và có mùi hôi. dùng ok ko bạn. Có bạn. Đúng rùi. Tái đi tái lại ko khỏi. Điều trị rất nhìu nhg chưa khỏi dứt điểm. Vậy mỗi tháng có giá bao nhiu vậy,24824252370555744,21/03/2024 22:04:02 - 25/03/2024 09:57:58
INBOX,.. E viêm lộ tuyến cấp độ 1. Mới bị ạ. Ko ạ,24826195073691221,07/03/2024 06:29:38 - 07/03/2024 11:20:37
INBOX,Ib m,24830343003275861,20/02/2024 23:15:46 - 20/02/2024 23:15:46
COMMENT,Xin giá,24831988286416371,13/04/2024 11:38:56 - 13/04/2024 11:38:56
COMMENT,Xin giá,24833848632925282,04/02/2024 19:03:00 - 04/02/2024 19:03:00
INBOX,nan,24839388325705953,11/03/2024 08:40:15 - 11/03/2024 08:40:15
INBOX,"mình bị vltctc ,tv giúp ạ",24842245325389039,20/01/2024 12:38:13 - 20/01/2024 12:38:13
INBOX,"e bị huyết trắng, vô thuốc rửa o ạ",24845072608473149,26/02/2024 11:47:06 - 26/02/2024 11:47:06
INBOX,",",24849876277959496,28/01/2024 05:35:23 - 28/01/2024 05:35:23
COMMENT,.,24850300624585502,26/02/2024 20:09:56 - 26/02/2024 20:09:56
INBOX,xin gai. Mình bị viêm phụ khoa với huyết trắng,24851045114511525,09/04/2024 08:16:09 - 09/04/2024 08:23:10
COMMENT,Xin gia,24852641071049216,16/02/2024 18:19:49 - 16/02/2024 18:19:49
INBOX,—. Tư vân cho minh mot 0943022474,24852736191039280,22/02/2024 21:20:22 - 23/02/2024 09:57:55
INBOX,xin giá ạ. ..,24856087307338587,01/01/2024 05:22:23 - 07/01/2024 06:51:47
INBOX,Xin giá. Ib. Ib. I. Bac si. Mẹ e bị viêm lộ tuyến. Mới bắn đc 2 tháng. Ib. Vẩn còn bs. Bi khí hư vàng đục. Hết dung thuốc ak. Bs có điều trị hết ko. Da. Có cần uống thuốc ko bs. Da. Uống thuốc theo liệu trình hay sau bs. Vừa uống vừa đặt luôn hảk bs. E muốn cần tu van để mua thuốc. 0365652155. Bs có thể dt cho e,24859798780300407,27/01/2024 18:14:30 - 04/03/2024 18:34:14
INBOX,giá nhiu e. Cách sd. E bị HPV 16 duong tính. Giờ chờ KQ pad. Vậy e sd dc ko ạ. Cách uống sau ak. Có ddvs nữa hả c. hi. bị hpv 16 duong tính. viêm âm đạo viêm lộ tuyến. vậy uống gì uống bao nhiu hợp ak. 0703904298,24861699910142173,31/01/2024 15:21:45 - 06/02/2024 08:11:17
INBOX,liệu trình như nào ạ,24865503913040805,06/01/2024 21:38:24 - 06/01/2024 21:38:24
COMMENT,Xin giá đi cô,24866970049618380,24/02/2024 20:34:54 - 24/02/2024 20:34:54
INBOX,Xin giá. E bị huyết trắng ngứa kinh lại it. Bị lâu rồi hay dau bụng dưới  ngứa và rát nữa ạ. 35 tuổi  mấy năm về trước có đi trị và đốt cổ tử cung có trị thuốc đông y hết hai liệu trình  và về sao bị lại. Hơi lợn cợn. Không có. Cho 1 hộp. 1 liệu trình báo nhiêu ạ,24871060675875205,13/03/2024 11:17:08 - 13/03/2024 12:12:57
COMMENT,Bao nhiêu 1 bọ vậy. nan. Bn 1 hộp vâyi,24872877685691678,03/02/2024 20:31:52 - 13/03/2024 12:55:13
INBOX,"xin giá. Em cần tư vấn về vấn đề huyết trắng. E thì cũng có lúc ra huyết trắng, nói chung là cũng ít nhưng em cũng hơi lo lắng. Dạ hơi ngà ngà chúc xíu. Dạ ko ạ. 1 hộp bao nhiêu vậy. Chưa",24874084742237760,23/02/2024 08:18:03 - 23/02/2024 10:18:48
INBOX,.. E bị ra khí hư ạ. Ra màu trắng hơi đục 1 tí a. Tháng nào cũng có 3 ngày bị đau bụng dưới a. Rồi ra khí hư ạ. Mấy ngày. E khám bị viêm lộ tuyến ạ. Cap độ 2 ạ,24876191938662997,25/02/2024 17:08:28 - 26/02/2024 17:38:44
INBOX,giá bao nhiêu,24876413175305797,01/01/2024 15:59:41 - 01/01/2024 15:59:41
INBOX,"Hj e. Chị Bị ngứa âm đạo dai dẳng e ơi. Uống thuốc đat thuốc kháng sinh bs cho , nhưng 1,5 tháng nay mà cũng còn ngứa. Vay Uống nữ vương bao lâu thì hết e. Mình uống thường xuyên luon dc ko e ?. Sử dụng thường xuyên mình giảm uống mỗi ngày bao nhiêu viên là đc e. Thuốc nữ vương này có bán tất cả các nhà thuốc phải ko e. Thủ Đức e. Chị cảm ơn e nhé , chị sẽ ghé mua dùng thử. nan",24877416248572484,21/03/2024 10:20:55 - 21/03/2024 14:59:41
INBOX,.,24878294681784507,17/01/2024 16:52:44 - 17/01/2024 16:52:44
INBOX,Ib,24878878055093520,16/03/2024 12:18:28 - 16/03/2024 12:18:28
COMMENT,Nữ vương bao nhiêu 1 trai ak,24879830204997176,10/03/2024 18:02:57 - 10/03/2024 18:02:57
INBOX,giá bn tiền ạ,24880251401589478,19/02/2024 13:12:12 - 19/02/2024 13:12:12
INBOX,.)). bao nhiêu tiền một hộp ak,24881971178116319,21/02/2024 19:19:55 - 21/02/2024 19:42:58
INBOX,nan,24884138864567298,07/03/2024 11:36:17 - 07/03/2024 11:36:17
INBOX,"Tôi muốn được tư vấn. Tôi bị viêm lộ tuyến độ 1. nan. cũng lâu rồi ạ. nó cứ tái đi tái lại. vừa uống vừa đặt rồi ạ. nan. dạ,xin tư vấn ạ. giá 1 liệu trình bao nhiêu tiền a. Uống trong vòng mấy tháng ạ. Có đặt thuốc không. Hết bao nhiêu tiền ạ. Tổng tất cả hết mấy triệu ạ",24886212827690135,12/03/2024 20:58:19 - 13/03/2024 20:58:57
INBOX,TV ạ,24886281961017241,25/02/2024 11:23:10 - 25/02/2024 11:23:10
COMMENT,Xin giá,24886963507561378,20/01/2024 12:47:01 - 20/01/2024 12:47:01
INBOX,"Đây là thuốc uống hay thuốc đặt vậy ạ?. Em bị viêm lộ tuyến ctc mức 3 ạ. Em đang cho con bú. Em bị chắc từ lúc bầu ạ. Bé đc 9 tháng ạ. Em đang đặt thuốc. nan. Em ko ngứa, ko đau ạ. Ko ảnh hưởng đến sữa mẹ à c?. nan. Em xin giá thuốc ạ. C ơi. Cho em xin thông tin thuốc với",24893966156918190,02/03/2024 10:08:14 - 03/03/2024 16:11:23
INBOX,xin giá,24895443226706647,04/01/2024 11:22:03 - 04/01/2024 11:22:03
INBOX,gbn. 30 viên đặt hay uống. Ok,24902084232769460,11/03/2024 13:15:36 - 11/03/2024 13:22:46
INBOX,... Viêm lộ tuyến mức độ 2. Mức độ 1,24902222789423477,05/03/2024 12:43:17 - 05/03/2024 15:05:22
COMMENT,Xin giá,24904248932553293,15/03/2024 09:40:59 - 15/03/2024 09:40:59
INBOX,nhieu 1 hop vay bac si. hay bi quyet trang hay bi viem. ko binh thuong no hay co quyet trang thoi voi lai bi viem. may nam truic di kham o tu vu cobi viem lo tuyen nua ma lau roi chi ko co di kham lai,24908933582031080,08/01/2024 20:56:14 - 09/01/2024 20:10:49
INBOX,xin giá,24909046475377515,16/02/2024 19:47:59 - 16/02/2024 19:47:59
INBOX,Mh xin giá của thuốc. E bị vlt ctc. Ngứa bên ngoài nhiều khí ge. Khí hư. Chưa can thiệp biện pháp gì cả ạ chỉ uống thuốc tây thôi,24912081525103029,02/03/2024 00:56:15 - 02/03/2024 10:52:47
INBOX,nan,24918340691145355,07/03/2024 20:37:07 - 07/03/2024 20:37:07
INBOX,Xin giá,24918624277784509,06/03/2024 12:20:37 - 06/03/2024 12:20:37
COMMENT,xin giá. ngứa vùng ngoài. kg chỉ ngứa. kg,24922689394043524,16/03/2024 15:57:33 - 16/03/2024 16:09:33
INBOX,Bạn cung cấp dịch vụ gì?. Hộp này bn bạn ơi. 0964167820. Ngoc trì kim hoa Mê Linh Hà Nội,24923331437313086,17/03/2024 05:35:39 - 31/03/2024 05:29:34
INBOX,bao nhiêu tiền 1hop vay,24924004150578182,07/03/2024 12:17:59 - 07/03/2024 12:17:59
INBOX,Các dịch vụ của bạn có chi phí như thế nào?,24925249753785805,15/03/2024 14:42:06 - 15/03/2024 14:42:06
INBOX,"Tôi bị ngứa vùng kín, ra nhiều khí hư như sữa chua và nóng rát. Cũng lâu rồi. Kiểu tái phát lại. Đi khám bs. Đặt thuốc. Rồi dùng đvs. Ddvs. Cảm giác khó chịu lắm. Ừa. Có cách nào để chữa dứt điểm ko. Này là thuốc hay viên đặt. nan. Này là TPCN hay thuốc trị bệnh",24927980046847815,21/03/2024 08:29:14 - 23/03/2024 08:58:13
INBOX,Giá như thế nào ạ,24928643810114878,25/02/2024 11:25:46 - 25/02/2024 11:25:46
COMMENT,Xin giá,24932176323034357,18/01/2024 00:14:48 - 18/01/2024 00:14:48
INBOX,Chào chị cho em hỏi liệu trình này bao nhiêu tiền vậy chị,24932874566360090,25/02/2024 07:52:04 - 25/02/2024 07:52:04
INBOX,Tôi muốn biếc nữ vương new  tôi bệnh phụ khoa tôi chữa lâu rồi mà không khổi tái đi tái lại tôi bị viên lỗ tiến bị ngứa. Em bị đã lâu rồi tháng diên em có vô sài ngòn nhưng bớt rồi bị lại. Như vậy là mình  dùng thuốc nào hả chị. Em không con ngứa như mấy hôm nữa em van hệ là rát ngứa bên trong. Dạ chị. Thuốc đấy là bao nhiêu hả chị. Tổng là ma trăm mốt chị. Chị cọng hết lại là bao nhiêu tiền em chạy tiền trong số thuôc  là dùng bao nhiêu tháng,24934744392838653,18/06/2024 10:40:19 - 18/06/2024 15:55:07
INBOX,xin giá,24935268666118013,15/03/2024 20:55:46 - 15/03/2024 20:55:46
COMMENT,xin giá,24936553145990152,28/02/2024 20:21:10 - 28/02/2024 20:21:10
INBOX,xin giá ạ. nan,24939280302330089,08/01/2024 14:17:52 - 08/01/2024 15:05:53
INBOX,Ib,24941466292135620,27/02/2024 07:54:09 - 27/02/2024 07:54:09
COMMENT,Xin giá,24949935161318195,21/03/2024 09:48:09 - 21/03/2024 09:48:09
INBOX,ib,24951221857825746,15/03/2024 13:19:46 - 15/03/2024 13:19:46
COMMENT,..... Xin giá,24951549987822312,16/02/2024 20:29:31 - 16/02/2024 20:53:42
INBOX,e muốn bà sĩ thú vẫn a,24951760804408242,19/01/2024 21:38:15 - 19/01/2024 21:38:15
INBOX,Giá bao nhiêu tiền một liệu trình ngứa ra nhiều khí hư. Minh 39tuổi khí hư nhiều ngứa nhiều máu cục bị nhiều lắm ngứa ở mép ngoài. Ra dịch vàng nhiều hôi. nan. Có. Lúc đau lúc không. Mình chưa. Một liệu trình uống rửa thì bao nhiêu tiền. giá bao nhiêu tiền một hộp. 2triệu một hộp hả bạn. Mình 39tuổi ra nhiều khí hư ngứa bên ngoài lúc nào cũng đóng băng hàng ngày mùi hôi ẩm ướt ý mệt mỏi lắm,24952954924295527,21/01/2024 08:00:45 - 14/04/2024 21:50:42
